League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Luis Suarez,Forward,33,21,31,2,2,4,0,Player,7,14,4,7,11,10,16,4,1,-,14,-,-,1,-,4,2,-,2829,135,6,7,Lionel Messi,5,,,1,5,2,3,3,2,2829,565.8,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Arturo Vidal,Midfielder,33,3,22,15,11,11,0,Player,1,2,1,2,3,-,2,-,1,-,2,-,1,-,-,-,-,-,,,7,8,Lionel Messi,6,,,,7,1,6,3,4,1928,275.43,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Sergio Roberto,Midfielder,29,0,23,8,6,4,0,Player,,,,,,,,,,,,,,,,,,,,,7,8,Luis Suarez,4,,,,3,1,2,2,1,2086,695.33,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Ousmane Dembele,Midfielder,29,8,20,9,9,18,0,Player,3,5,3,2,3,5,3,5,-,-,7,-,-,-,-,-,1,-,1670,209,5,6,Clement Lenglet,1,,,,1,1,-,-,1,1670,1670,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Arthur,Midfielder,27,0,19,11,8,19,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-,1,1,1442,721,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Nelson Semedo,Defender,26,1,20,17,6,7,0,Player,1,-,1,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,2,2,2,2,1601,400.25,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Clement Lenglet,Defender,23,1,22,13,1,2,0,Player,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,8,4,4,2,6,1935,241.88,1,1,-,1,-,1,-,2045,2045
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Carles Alena,Midfielder,16,2,6,21,10,5,0,Player,-,2,1,1,1,1,-,2,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,627,313.5,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Malcolm,Midfielder,15,1,6,22,9,3,0,Player,1,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Samuel Umtiti,Defender,14,0,13,9,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,-,4,1189,297.25,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Thomas Vermaelen,Defender,9,0,7,6,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,587,293.5,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Kevin-Prince Boateng,Midfielder,3,0,3,7,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,240,240,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Jasper Cillessen,Goalkeeper,3,0,3,27,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,1,33.33%,,,,,,,,,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Moussa Wague,Defender,3,0,2,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,224,224,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Ricard Puig,Midfielder,2,0,2,2,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Jean-Clair Todibo,Defender,2,0,2,1,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,158,79,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Alex Collado,Midfielder,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Carles Perez,Forward,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Abel Ruiz,Forward,1,0,0,3,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Chumi,Defender,1,0,0,5,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Jokin Ezkieta,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Inaki Pena,Goalkeeper,0,0,0,9,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Barcelona,2018/19,La Liga|Barcelona|2018/19,Juan Miranda,Defender,0,0,0,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,,,,52,,,,,,Team,,,,,,,,,,,34,3,3,3,-,3,6,-,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Alvaro Morata,Forward,15,6,13,3,2,8,0,Player,4,2,3,2,3,3,2,2,2,-,3,1,1,-,-,-,1,-,1089,182,,,,,,,,5,-,5,3,2,1089,217.8,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Antoine Griezmann,Forward,37,15,37,0,0,6,0,Player,6,9,8,7,10,5,2,12,1,-,6,1,-,3,-,3,2,-,3204,214,8,15,Santiago Arias,1,,,,5,3,2,3,2,3204,640.8,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Jan Oblak,Goalkeeper,37,0,37,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,20,54.05%,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Angel Correa,Forward,36,3,20,17,16,14,0,Player,1,2,2,2,2,1,3,-,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,7,3,4,3,4,1918,274,1,1,-,-,1,-,1,1996,1996
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Rodri Hernandez,Midfielder,34,3,32,5,2,9,0,Player,-,3,-,1,2,1,1,1,1,-,1,-,1,-,-,-,1,-,,,,,,,,,,5,1,4,2,3,2742,548.4,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Saul Niguez,Midfielder,33,4,32,2,1,0,1,Player,2,2,2,3,3,1,1,3,-,-,4,-,-,-,-,-,-,-,,,,,,,,,,10,2,8,4,6,2924,292.4,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Thomas,Midfielder,32,3,22,14,10,5,0,Player,1,2,-,1,2,1,3,-,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,8,3,5,4,4,2066,258.25,1,-,1,-,1,1,-,2066,2066
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Thomas Lemar,Midfielder,31,2,22,10,9,17,0,Player,-,2,2,2,-,2,-,2,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,4,-,4,2,2,1825,456.25,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Jorge Koke,Midfielder,30,3,29,1,1,2,0,Player,2,1,1,2,2,1,3,-,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,9,3,6,5,4,2588,287.56,1,-,1,-,1,-,1,2588,2588
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Diego Godin,Defender,30,3,28,3,2,1,1,Player,1,2,2,1,3,-,1,-,2,-,1,-,1,-,-,-,1,-,,,,,,,,,,7,2,5,4,3,2508,358.29,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Filipe Luis,Defender,27,2,24,5,3,9,0,Player,-,2,1,1,1,1,1,-,1,-,2,-,-,-,-,-,-,-,,,,,,,,,,4,-,4,3,1,2036,509,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Santiago Arias,Midfielder,25,1,20,11,5,4,0,Player,-,1,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,1,3,3,1,1770,442.5,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Juanfran,Defender,22,0,18,14,4,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,2,5,1608,229.71,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Jose Maria Gimenez,Defender,21,0,19,6,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,3,1772,354.4,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Vitolo,Midfielder,20,0,5,25,15,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,742,742,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Stefan Savic,Defender,18,0,17,5,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,3,1400,350,1,-,1,-,1,-,1,1400,1400
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Nikola Kalinic,Forward,17,2,7,24,10,7,0,Player,2,-,2,-,1,1,1,-,-,1,1,1,-,-,-,-,-,-,,,,,,,,,,3,1,2,2,1,640,213.33,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Diego Costa,Forward,16,2,14,2,2,5,0,Player,1,1,1,-,1,1,1,-,1,-,1,-,-,-,-,-,1,-,,,,,,,,,,4,1,3,2,2,1116,279,1,1,-,1,-,-,1,1240,1240
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Lucas Hernandez,Defender,14,1,13,3,1,3,0,Player,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,5,2,3,3,2,1119,223.8,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Francisco Montero,Defender,9,0,4,17,5,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,401,200.5,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Gelson Martins,Forward,8,0,1,14,7,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Victor Mollejo,Forward,4,0,0,8,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Rafael Munoz,Defender,1,0,1,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Antonio Moya,Forward,1,0,1,8,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Andres Solano,Defender,1,0,1,2,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Antonio Adan,Goalkeeper,1,0,1,36,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,1,-,1,1,-,90,90,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Borja Garces,Forward,1,1,0,10,1,0,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Sergio Camello,Forward,1,1,0,3,1,0,0,Player,-,1,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Joaquin Munoz,Midfielder,1,0,0,9,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Alberto Rodriguez,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Nehuen Perez,Defender,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Gustavo Assuncao,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Manuel Sanchez,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Cristian Rodriguez,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Mikel Carro,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Atletico Madrid,2018/19,La Liga|Atletico Madrid|2018/19,Alex Dos Santos,Goalkeeper,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,,,,60,,,,,,Team,,,,,,,,,,,35,6,1,1,-,9,8,-,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Karim Benzema,Forward,36,21,35,1,1,11,0,Player,7,14,6,7,10,11,13,-,8,-,11,3,-,-,-,3,4,-,2963,141,6,10,Dani Ceballos,1,,,1,1,-,1,-,1,2963,2963,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Luka Modric,Midfielder,34,3,31,4,3,13,0,Player,1,2,1,2,1,2,2,1,-,-,3,-,-,-,-,-,-,-,,,6,10,Karim Benzema,4,,,,6,3,3,2,4,2618,436.33,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Raphael Varane,Defender,32,2,31,2,1,2,0,Player,2,-,-,-,-,2,1,-,1,-,1,-,1,-,-,-,-,-,,,,,,,,,,-,-,-,-,-,2756,-,1,1,-,-,1,-,1,2792,2792
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Lucas Vazquez,Midfielder,31,1,15,19,16,5,0,Player,-,1,1,1,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,5,2,3,1,4,1500,300,1,-,1,-,1,1,-,1500,1500
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Marco Asensio,Midfielder,30,1,19,13,11,10,0,Player,1,-,1,1,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,1,2,2,1,1778,592.67,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Casemiro,Midfielder,29,3,27,5,2,5,0,Player,2,1,3,-,2,1,2,-,1,-,1,-,-,-,-,-,2,-,,,,,,,,,,6,1,5,3,3,2315,385.83,1,-,1,-,1,-,1,2315,2315
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Gareth Bale,Midfielder,29,8,21,10,8,15,0,Player,2,6,2,5,3,5,2,6,-,-,6,1,-,-,-,1,-,-,1793,224,,,,,,,,4,3,1,1,3,1793,448.25,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Sergio Ramos,Defender,28,6,28,0,0,1,0,Player,3,3,1,2,2,4,5,-,1,-,-,-,-,-,-,5,1,-,2476,413,,,,,,,,6,2,4,3,3,2476,412.67,1,-,1,-,1,1,-,2476,2476
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Toni Kroos,Midfielder,28,0,26,4,2,8,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,2227,1113.5,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Thibaut Courtois,Goalkeeper,27,0,27,5,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,8,29.63%,,2,-,2,-,2,2430,1215,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Isco,Midfielder,27,3,11,20,16,9,0,Player,1,2,1,1,2,1,1,1,1,-,2,1,-,-,-,-,-,-,,,,,,,,,,3,1,2,2,1,1186,395.33,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Daniel Carvajal,Defender,24,1,23,2,1,0,0,Player,1,-,1,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,,,,,,,,,,10,3,7,3,7,2106,210.6,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Marcelo,Defender,23,2,21,10,2,3,0,Player,-,2,-,1,1,1,1,-,-,1,2,-,-,-,-,-,-,-,,,,,,,,,,6,-,6,3,3,1854,309,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Dani Ceballos,Midfielder,23,3,13,20,10,8,0,Player,-,3,-,2,1,2,3,-,-,-,2,-,-,1,-,-,-,-,,,,,,,,,,3,1,2,2,1,1246,415.33,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Nacho,Defender,20,0,19,13,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,3,4,1700,242.86,1,-,1,-,1,-,1,1700,1700
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Vinicius Junior,Forward,18,1,9,14,9,4,0,Player,-,1,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Federico Valverde,Midfielder,16,0,6,19,10,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,4,1,3,650,162.5,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Alvaro Odriozola,Defender,14,0,14,6,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,1180,590,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Sergio Reguilon,Defender,14,0,13,11,1,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,-,3,1121,373.67,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Mariano Diaz,Forward,13,3,3,15,10,1,0,Player,1,2,1,1,3,-,2,-,1,-,2,1,-,-,-,-,-,-,,,,,,,,,,2,-,2,-,2,438,219,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Keylor Navas,Goalkeeper,10,0,10,24,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,4,40.00%,,1,-,1,1,-,900,900,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Brahim Diaz,Midfielder,9,1,5,7,4,5,0,Player,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Marcos Llorente,Midfielder,7,0,6,11,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,540,540,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Jesus Vallejo,Defender,5,1,4,10,1,0,0,Player,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,1,1,-,-,1,311,311,1,1,-,1,-,-,1,413,413
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Luca Zidane,Goalkeeper,1,0,1,7,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Javi Sanchez,Defender,1,0,0,6,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,45,45,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Cristo Gonzalez,Forward,1,0,0,3,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Real Madrid,2018/19,La Liga|Real Madrid|2018/19,Kiko Casilla,Goalkeeper,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,,,,50,,,,,,Team,,,,,,,,,,,27,5,3,1,-,6,8,-,,,,,,,,,,,,,,,,,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Michy Batshuayi,Forward,15,1,4,13,11,3,0,Player,1,-,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,1,2,2,1,519,173,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Daniel Parejo,Midfielder,36,9,35,1,1,2,0,Player,4,5,5,3,2,7,8,1,-,-,2,-,-,1,-,5,1,-,3095,344,7,14,Santi Mina,1,,,,6,2,4,5,1,3063,510.5,1,1,-,-,1,-,1,3127,3127
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Jose Gaya,Defender,35,1,35,0,0,2,0,Player,-,1,-,1,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,10,6,4,4,6,3064,306.4,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Neto,Goalkeeper,34,0,34,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,10,29.41%,,3,1,2,1,2,3060,1020,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Rodrigo Moreno,Forward,33,8,29,5,4,9,0,Player,2,6,2,4,3,5,2,5,1,-,6,2,-,-,-,-,-,-,2542,318,,,,,,,,4,-,4,2,2,2534,633.5,1,-,1,-,1,-,1,2534,2534
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Kevin Gameiro,Forward,33,6,16,18,17,9,0,Player,3,3,2,4,3,3,4,1,1,-,4,2,-,-,-,-,-,-,1604,267,,,,,,,,1,-,1,-,1,1604,1604,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Daniel Wass,Defender,32,1,26,11,6,8,1,Player,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,2,2,1,3,2356,589,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Carlos Soler,Midfielder,31,2,27,10,4,9,1,Player,2,-,1,-,1,1,2,-,-,-,2,-,-,-,-,-,-,-,,,6,12,Goncalo Guedes,2,,,,10,6,4,5,5,2465,246.5,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Gabriel Paulista,Defender,30,0,30,3,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,3,2,2625,525,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Santi Mina,Forward,30,7,23,9,7,14,0,Player,5,2,2,1,5,2,3,2,2,-,4,-,-,-,-,-,3,-,1859,266,,,,,,,,4,2,2,3,1,1859,464.75,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Denis Cherychev,Midfielder,27,2,19,9,8,9,0,Player,1,1,-,-,1,1,-,1,1,-,1,1,-,-,-,-,-,-,,,,,,,,,,2,2,-,1,1,1702,851,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Francis Coquelin,Midfielder,26,0,20,8,6,11,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,3,2,1767,353.4,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Goncalo Guedes,Forward,25,5,18,8,7,13,0,Player,3,2,3,-,2,3,5,-,-,-,3,-,-,-,-,-,2,-,1471,294,,,,,,,,2,1,1,1,1,1471,735.5,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Ezequiel Garay,Defender,24,2,24,3,0,1,0,Player,1,1,1,-,2,-,1,-,1,-,-,-,-,-,-,-,2,-,,,,,,,,,,4,2,2,3,1,2137,534.25,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Ferran Torres,Midfielder,24,2,8,28,16,7,0,Player,-,2,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,5,2,3,1,4,841,168.2,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Cristiano Piccini,Defender,23,1,21,5,2,2,0,Player,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,3,-,3,3,-,1867,622.33,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Mouctar Diakhaby,Defender,22,2,16,15,6,0,0,Player,1,1,1,1,2,-,-,-,2,-,-,-,2,-,-,-,-,-,,,,,,,,,,9,4,5,2,7,1574,174.89,,,,,,,,,
La Liga,Valencia,2018/19,La Liga|Valencia|2018/19,Geoffrey Kondogbia,Midfielder,19,1,14,9,5,4,0,Player,1,-,1,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,1244,1244,,,,,,,,,
