League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Jeffrey Fortes,Midfielder,13,1,13,0,0,0,0,Player,-,1,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,2,1,1,2,1170,390,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Herve Matthys,Defender,13,0,13,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,1170,1170,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Lorenzo Burnet,Defender,13,0,12,1,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,1101,1101,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Elias Mar Omarsson,Midfielder,12,2,12,0,0,9,0,Player,2,-,1,1,1,1,2,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Jurgen Mattheij,Defender,12,2,12,0,0,0,1,Player,1,1,2,1,2,-,1,-,1,-,-,-,-,-,-,-,2,-,,,,,,,,,,4,1,3,2,2,1056,264,1,-,1,-,1,-,1,1056,1056
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Jerdy Schouten,Forward,12,0,12,0,0,0,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,1080,1080,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Sonny Stevens,Goalkeeper,12,0,12,0,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,3,25.00%,,-,-,-,-,-,975,-,1,1,-,-,1,1,-,975,975
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Ali Messaoud,Midfielder,11,4,11,0,0,6,0,Player,2,2,2,-,3,1,1,3,-,-,4,-,-,-,-,-,-,-,901,225,,,,,,,,1,-,1,-,1,896,896,1,1,-,-,1,1,-,906,906
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Luigi Bruins,Midfielder,11,3,11,0,0,2,0,Player,2,1,1,-,2,1,3,-,-,-,2,-,-,-,-,1,-,-,981,327,,,,,,,,3,1,2,1,2,948,316,1,1,-,-,1,1,-,1014,1014
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Denis Mahmudov,Forward,9,2,2,11,7,1,0,Player,-,2,-,1,1,1,1,1,-,-,1,-,-,-,-,-,1,-,327,164,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Marcus Edwards,Midfielder,8,0,7,3,1,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Anouar Hadouir,Forward,7,0,2,10,5,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,133,133,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Robin van der Meer,Defender,7,0,1,12,6,0,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,177,177,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Mikael Anderson,Forward,6,1,4,3,2,3,0,Player,-,1,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,378,378,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Mounir El Hamdaoui,Forward,6,0,3,4,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,324,324,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Dogucan Haspolat,Midfielder,5,0,1,12,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,125,125,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Alessandro Damen,Goalkeeper,4,0,1,12,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Thomas Oude Kotte,Defender,2,0,1,12,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Carlito Fermina,Forward,2,0,0,3,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Redouan El Hankouri,Midfielder,1,0,0,3,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Jinty Caenepeel,Forward,1,0,0,8,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Nelson Konings,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Maarten de Fockert,Goalkeeper,0,0,0,13,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Jaap Fischer,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,SBV Excelsior,2018/19,Eredivisie|SBV Excelsior|2018/19,Siebe Horemans,Defender,0,0,0,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,,,,12,,,,,,Team,,,,,,,,,,,7,3,-,-,-,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Ritsu Doan,Midfielder,12,3,12,0,0,2,0,Player,3,-,-,1,1,2,-,3,-,-,3,-,-,-,-,-,-,-,1080,360,,,,,,,,3,1,2,2,1,1080,360,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Samir Memisevic,Defender,12,1,12,0,0,0,0,Player,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Django Warmerdam,Defender,12,1,12,0,0,0,0,Player,1,-,1,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,1080,540,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Sergio Padt,Goalkeeper,12,0,12,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,2,16.67%,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Mike te Wierik,Defender,12,0,12,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,2,1080,360,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Deyovaisio Zeefuik,Defender,10,0,10,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,855,427.5,1,1,-,1,-,1,-,945,945
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Tim Handwerker,Defender,10,0,10,1,0,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Ajdin Hrustic,Midfielder,10,0,8,3,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,2,3,686,137.2,1,1,-,-,1,1,-,712,712
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Julian Chabot,Defender,9,1,8,4,1,1,0,Player,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Ludovit Reis,Midfielder,8,0,7,5,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,655,655,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Mimoun Mahi,Midfielder,8,2,6,2,2,4,0,Player,2,-,2,-,-,2,-,2,-,-,2,-,-,-,-,-,-,-,,,3,25,Ritsu Doan,1,,,,1,-,1,1,-,501,501,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Jesper Drost,Midfielder,8,0,5,6,3,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Ahmad Mendes Moreira,Forward,8,1,1,11,7,1,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,180,180,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Mateo Cassierra,Forward,7,1,5,2,2,5,0,Player,-,1,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Tom van de Looi,Midfielder,7,0,4,8,3,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Jannik Pohl,Forward,7,1,3,5,4,3,0,Player,-,1,-,1,-,1,1,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,2,1,1,2,-,261,130.5,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Uriel Antuna,Forward,7,0,2,10,5,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Michael Breij,Forward,5,1,4,4,1,3,0,Player,1,-,1,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,1,1,-,-,1,301,301,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Tim Freriks,Forward,5,0,0,8,5,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Tom van Weert,Forward,2,0,2,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Daniel Van Kaam,Midfielder,1,0,0,4,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Amir Absalem,Defender,0,0,0,7,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Lars Kramer,Defender,0,0,0,8,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Kevin Begois,Goalkeeper,0,0,0,11,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Tapmahoe Sopacua,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Pelle Boevink,Goalkeeper,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,FC Groningen,2018/19,Eredivisie|FC Groningen|2018/19,Jan Hoekstra,Goalkeeper,0,0,0,10,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,,,,12,,,,,,Team,,,,,,,,,,,5,3,1,-,-,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Arijanet Muric,Goalkeeper,1,0,1,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Sullay Kaikai,Forward,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Mikhail Rosheuvel,Forward,13,1,13,0,0,2,0,Player,-,1,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,4,33,Mitchell te Vrede,2,,,,1,-,1,1,-,1124,1124,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Menno Koch,Defender,13,0,13,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,1170,390,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Mitchell te Vrede,Forward,12,5,12,0,0,1,0,Player,3,2,3,2,4,1,3,1,1,-,2,3,-,-,-,-,-,-,1060,212,,,,,,,,2,1,1,2,-,1060,530,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Anouar Kali,Midfielder,12,0,12,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,-,1080,540,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Gianluca Nijholt,Midfielder,11,2,11,1,0,7,0,Player,1,1,-,1,1,1,-,2,-,-,1,-,-,-,-,1,-,-,,,,,,,,,,6,3,3,2,4,843,140.5,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Mounir El Allouchi,Midfielder,11,0,9,3,2,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,794,794,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Benjamin van Leer,Goalkeeper,10,0,10,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Fabian Sporkslede,Defender,10,0,8,4,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,-,3,784,261.33,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Luka Ilic,Midfielder,10,2,6,5,4,6,0,Player,2,-,2,-,1,1,1,1,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,1,-,1,1,-,553,553,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Arno Verschueren,Defender,10,0,6,5,4,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,578,578,1,-,1,-,1,-,1,578,578
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Karol Mets,Defender,9,1,9,2,0,2,0,Player,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Gervane Kastaneer,Forward,8,1,4,5,4,2,0,Player,-,1,-,-,1,-,-,-,1,-,-,-,1,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,391,391,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Jurich Carolina,Defender,6,0,6,6,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Greg Leigh,Defender,6,0,5,7,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Giovanni Korte,Forward,6,0,2,6,4,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Paolo Fernandes,Midfielder,5,0,3,2,2,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Marwin Reuvers,Midfielder,5,0,2,11,3,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Erik Palmer-Brown,Defender,4,0,4,8,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Robert Muhren,Forward,4,0,2,4,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Sydney van Hooijdonk,Forward,4,0,0,10,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Jordan van der Gaag,Midfielder,2,0,0,3,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Khalid Karami,Defender,1,0,1,13,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Karol Niemczycki,Goalkeeper,1,0,1,11,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Alex Gersbach,Defender,1,0,1,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Mark Birighitti,Goalkeeper,1,0,1,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Ramon-Pascal Lundqvist,Midfielder,1,0,1,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Daan Klomp,Defender,0,0,0,12,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Robbie Haemhouts,Midfielder,0,0,0,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Jan Paul van Hecke,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Pele van Anholt,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,NAC Breda,2018/19,Eredivisie|NAC Breda|2018/19,Theo Zwarthoed,Goalkeeper,0,0,0,10,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,,,,66,,,,,,Team,,,,,,,,,,,34,9,3,1,-,7,11,1,,,,,,,,,,,,,,,,,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Matheus Pereira,Midfielder,3,0,1,3,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Cristiano Ronaldo,Forward,31,21,30,2,1,1,0,Player,5,16,7,11,10,11,12,5,4,-,8,2,1,-,-,5,4,1,2715,129,8,12,Mario Mandzukic,2,,,,3,1,2,1,2,2715,905,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Blaise Matuidi,Midfielder,31,3,29,6,2,12,0,Player,1,2,-,2,2,1,-,2,1,-,2,1,-,-,-,-,-,-,,,,,,,,,,5,2,3,4,1,2428,485.6,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Alex Sandro,Defender,31,1,28,5,3,7,0,Player,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,6,3,3,3,3,2391,398.5,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Miralem Pjanic,Midfielder,31,2,27,7,4,11,0,Player,2,-,2,-,1,1,2,-,-,-,1,-,-,1,-,-,-,-,,,6,9,Cristiano Ronaldo,3,,,,6,5,1,2,4,2288,381.33,1,-,1,-,1,-,1,2288,2288
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Paulo Dybala,Forward,31,5,25,9,6,6,0,Player,3,2,4,1,4,1,2,3,-,-,4,-,-,-,-,1,-,-,,,,,,,,,,2,-,2,-,2,2227,1113.5,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Rodrigo Bentancur,Midfielder,30,2,20,14,10,2,0,Player,2,-,2,-,-,2,-,1,1,-,1,1,-,-,-,-,-,-,,,,,,,,,,8,4,4,2,6,1906,238.25,1,-,1,-,1,-,1,1906,1906
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Leonardo Bonucci,Defender,29,3,27,8,2,1,0,Player,2,1,1,1,2,1,1,1,1,-,-,-,-,-,-,-,3,-,,,,,,,,,,2,-,2,2,-,2471,1235.5,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Emre Can,Midfielder,29,4,20,10,9,4,1,Player,2,2,-,1,2,2,2,1,1,-,2,-,-,-,-,1,1,-,,,,,,,,,,6,1,5,2,4,1806,301,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Wojciech Szczesny,Goalkeeper,28,0,28,10,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,11,39.29%,,1,1,-,1,-,2520,2520,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Federico Bernardeschi,Midfielder,27,2,14,19,13,12,0,Player,-,2,-,2,-,2,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,4,3,1,2,2,1446,361.5,1,1,-,-,1,1,-,1446,1446
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Giorgio Chiellini,Defender,26,1,23,11,3,2,0,Player,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,3,2,1,-,3,2080,693.33,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Mario Mandzukic,Forward,25,9,23,4,2,8,0,Player,4,5,4,5,7,2,5,-,4,-,4,5,-,-,-,-,-,-,2020,224,6,9,Cristiano Ronaldo,4,,,,4,1,3,1,3,2020,505,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Joao Cancelo,Defender,25,1,22,9,3,2,0,Player,-,1,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,7,3,4,4,3,1967,281,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Mattia De Sciglio,Defender,22,0,19,13,3,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,1742,871,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Juan Cuadrado,Midfielder,18,1,14,8,4,7,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,2,2,1,3,1223,305.75,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Douglas Costa,Midfielder,17,1,7,11,10,6,0,Player,1,-,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,-,3,3,-,652,217.33,1,1,-,-,1,1,-,652,652
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Daniele Rugani,Defender,14,2,14,19,0,0,0,Player,-,2,-,1,2,-,-,1,1,-,-,-,1,-,-,-,1,-,,,,,,,,,,3,-,3,1,2,1260,420,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Martin Caceres,Defender,13,0,10,18,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,933,933,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Moise Kean,Forward,13,6,5,27,8,2,0,Player,3,3,3,3,4,2,6,-,-,-,6,-,-,-,-,-,-,-,535,89,,,,,,,,2,1,1,-,2,535,267.5,,,,,,,,,
Serie A,Juventus,2018/19,Serie A|Juventus|2018/19,Sami Khedira,Midfielder,10,2,8,7,2,8,0,Player,2,-,2,-,-,2,1,1,-,-,1,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
