League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,,,,61,,,,,,Team,,,,,,,,,,,40,9,1,2,-,4,5,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Robert Lewandowski,Forward,22,23,22,0,0,2,0,Player,12,11,9,3,12,11,15,3,5,-,13,5,-,1,-,3,1,-,1952,85,,,,,,,1,4,1,3,1,3,1952,488,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Manuel Neuer,Goalkeeper,22,0,22,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,8,36.36%,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Thomas Muller,Forward,22,5,16,6,6,8,0,Player,3,2,1,-,3,2,3,2,-,-,4,1,-,-,-,-,-,-,1382,276,14,23,Robert Lewandowski,6,,,,3,-,3,2,1,1382,460.67,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Benjamin Pavard,Defender,21,2,21,1,0,0,0,Player,2,-,1,-,2,-,2,-,-,-,-,1,1,-,-,-,-,-,,,,,,,,,,5,2,3,3,2,1890,378,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Joshua Kimmich,Midfielder,21,1,21,0,0,3,0,Player,1,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,,,4,7,Robert Lewandowski,2,,,,6,2,4,4,2,1827,304.5,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Serge Gnabry,Midfielder,20,9,16,6,4,9,0,Player,3,6,1,2,3,6,5,4,-,-,8,-,-,-,-,-,1,-,1349,150,6,10,Robert Lewandowski,2,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Thiago Alcantara,Midfielder,19,3,16,4,3,4,0,Player,1,2,-,-,1,2,2,1,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,6,2,4,2,4,1401,233.5,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Philippe Coutinho,Midfielder,19,6,12,9,7,8,0,Player,1,5,-,2,4,2,5,1,-,-,5,-,-,-,-,1,-,-,1149,192,6,10,Serge Gnabry,3,,,1,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Alphonso Davies,Midfielder,18,1,14,8,4,1,0,Player,-,1,-,1,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,4,7,Robert Lewandowski,2,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,David Alaba,Defender,17,1,16,3,1,0,0,Player,1,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Ivan Perisic,Midfielder,15,4,9,9,6,5,0,Player,-,4,1,2,2,2,-,2,2,-,2,2,-,-,-,-,-,-,948,237,,,,,,,,1,-,1,1,-,948,948,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Jerome Boateng,Defender,14,0,13,6,1,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,3,970,194,1,1,-,1,-,-,1,1132,1132
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Kingsley Coman,Midfielder,14,2,11,5,3,4,0,Player,1,1,-,-,1,1,2,-,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,1,-,1,1,-,969,969,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Leon Goretzka,Midfielder,13,1,8,6,5,5,0,Player,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,2,-,2,1,1,694,347,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Corentin Tolisso,Midfielder,11,1,6,13,5,3,0,Player,1,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Javi Martinez,Defender,11,0,5,9,6,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,3,558,139.5,1,-,1,-,1,-,1,558,558
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Niklas Sule,Defender,8,0,8,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,642,642,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Lucas Hernandez,Defender,8,0,6,3,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,2,-,551,275.5,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Mickael Cuisance,Midfielder,3,0,0,16,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,36,36,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Joshua Zirksee,Forward,2,2,0,9,2,0,0,Player,-,2,1,1,1,1,2,-,-,-,2,-,-,-,-,-,-,-,7,4,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Leon Dajaku,Forward,2,0,0,3,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Renato Sanches,Midfielder,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Sarpreet Singh,Midfielder,1,0,0,4,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Kwasi Okyere Wriedt,Forward,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Lars Lukas Mai,Defender,0,0,0,11,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Jann-Fiete Arp,Forward,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Paul Will,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Alvaro Odriozola,Defender,0,0,0,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Sven Ulreich,Goalkeeper,0,0,0,22,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,-,0,,,,,,,,,
Bundesliga,Bayern Munich,2019/20,Bundesliga|Bayern Munich|2019/20,Oliver Batista Meier,Midfielder,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,,,,56,,,,,,Team,,,,,,,,,,,36,6,1,2,-,5,6,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Angelino,Defender,2,0,2,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Timo Werner,Forward,22,20,22,0,0,8,0,Player,8,12,5,3,10,10,17,3,-,-,15,1,-,-,-,3,1,-,1875,94,6,11,Patrik Schick,1,,,2,2,-,2,1,1,1875,937.5,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Marcel Sabitzer,Midfielder,22,7,21,1,1,5,0,Player,5,2,1,-,3,4,6,1,-,-,4,1,-,1,-,-,1,-,1777,254,5,9,Timo Werner,2,,,,3,-,3,2,1,1777,592.33,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Peter Gulacsi,Goalkeeper,21,0,21,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,7,33.33%,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Lukas Klostermann,Defender,20,2,20,1,0,3,0,Player,1,1,1,-,1,1,-,2,-,-,-,-,1,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Konrad Laimer,Midfielder,20,2,18,3,2,4,0,Player,1,1,-,-,2,-,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,5,3,2,2,3,1552,310.4,1,-,1,-,1,-,1,1552,1552
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Christopher Nkunku,Midfielder,20,4,12,10,8,6,0,Player,1,3,-,3,2,2,4,-,-,-,3,1,-,-,-,-,-,-,,,7,13,Timo Werner,4,,,,1,-,1,1,-,1194,1194,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Marcel Halstenberg,Defender,18,2,18,1,0,2,0,Player,2,-,1,-,1,1,1,1,-,-,1,1,-,-,-,-,-,-,,,,,,,,,,4,2,2,3,1,1605,401.25,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Dayot Upamecano,Defender,18,0,18,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,1,2,1582,527.33,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Diego Demme,Midfielder,17,0,14,3,3,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,1212,404,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Yussuf Poulsen,Forward,17,3,9,10,8,3,0,Player,1,2,-,1,3,-,3,-,-,-,3,-,-,-,-,-,-,-,,,4,7,Timo Werner,2,,,,2,-,2,1,1,921,460.5,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Nordi Mukiele,Defender,16,3,13,8,3,5,0,Player,-,3,-,2,2,1,-,1,2,-,2,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Emil Forsberg,Forward,15,4,10,10,5,8,0,Player,2,2,-,3,4,-,4,-,-,-,1,-,-,1,-,2,-,-,780,195,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Patrik Schick,Forward,12,6,7,6,5,5,0,Player,3,3,2,1,3,3,1,3,2,-,3,1,-,-,-,-,2,-,681,114,,,,,,,,2,-,2,1,1,681,340.5,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Amadou Haidara,Midfielder,11,0,4,18,7,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,528,528,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Willi Orban,Defender,9,1,9,0,0,0,0,Player,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Tyler Adams,Defender,5,0,5,0,0,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Ibrahima Konate,Defender,5,0,5,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,450,225,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Ademola Lookman,Forward,5,0,1,18,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Kevin Kampl,Midfielder,4,1,2,5,2,2,0,Player,-,1,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Marcelo Saracchi,Defender,4,1,1,10,3,0,0,Player,-,1,-,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Dani Olmo,Forward,3,0,2,1,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Ethan Ampadu,Defender,3,0,0,19,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Hannes Wolf,Midfielder,2,0,0,10,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Yvon Landry Mvogo,Goalkeeper,1,0,1,21,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Tom Kraus,Midfielder,0,0,0,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,RB Leipzig,2019/20,Bundesliga|RB Leipzig|2019/20,Phillipp Tschauner,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,,,,63,,,,,,Team,,,,,,,,,,,48,6,2,-,-,2,5,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Achraf Hakimi,Defender,22,2,19,3,3,3,0,Player,-,2,-,1,-,2,-,1,1,-,1,1,-,-,-,-,-,-,,,9,14,Jardon Sancho,2,,,,3,-,3,1,2,1774,591.33,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Thorgan Hazard,Midfielder,21,4,16,5,5,7,0,Player,1,3,1,-,2,2,4,-,-,-,4,-,-,-,-,-,-,-,,,9,14,Marco Reus,3,,,,1,-,1,-,1,1421,1421,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Julian Brandt,Midfielder,21,3,14,7,7,8,0,Player,1,2,-,1,2,1,-,3,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Mats Hummels,Defender,20,1,20,0,0,2,1,Player,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,5,5,-,1,4,1729,345.8,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Jardon Sancho,Midfielder,20,13,19,2,1,8,0,Player,2,11,2,2,8,5,11,2,-,-,10,1,1,-,-,-,1,-,1616,124,13,21,Paco Alcacer,3,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Manuel Akanji,Defender,20,0,19,3,1,1,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,1722,1722,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Roman Burki,Goalkeeper,19,0,19,1,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,6,31.58%,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Marco Reus,Midfielder,19,11,18,1,1,8,0,Player,4,7,3,3,10,1,6,3,2,-,7,2,-,-,-,1,1,-,1502,137,5,8,Jardon Sancho,3,,,,1,-,1,-,1,1502,1502,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Axel Witsel,Midfielder,18,4,17,1,1,1,0,Player,2,2,2,-,2,2,2,1,1,-,2,-,1,-,-,-,1,-,,,4,6,Jardon Sancho,3,,,,1,1,-,1,-,1538,1538,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Raphael Guerreiro,Defender,17,5,14,6,3,1,0,Player,1,4,1,1,4,1,2,3,-,-,5,-,-,-,-,-,-,-,1332,266,,,,,,,,1,1,-,-,1,1332,1332,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Lukasz Piszczek,Defender,17,1,13,8,4,4,0,Player,1,-,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,1095,1095,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Julian Weigl,Midfielder,13,1,12,4,1,3,0,Player,1,-,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,2,2,3,1,1021,255.25,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Mario Gotze,Midfielder,13,3,5,16,8,4,0,Player,2,1,1,1,2,1,2,-,1,-,1,1,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Paco Alcacer,Forward,11,5,6,8,5,3,0,Player,3,2,1,1,3,2,2,3,-,-,4,1,-,-,-,-,-,-,528,106,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Dan-Axel Zagadou,Defender,10,0,7,13,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Mahmoud Dahoud,Midfielder,9,0,3,18,6,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Nico Schulz,Midfielder,8,1,7,11,1,2,0,Player,-,1,-,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Thomas Delaney,Midfielder,6,0,6,5,0,2,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,480,240,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Erling Haaland,Forward,5,8,3,2,2,2,0,Player,1,7,-,3,5,3,1,7,-,-,7,-,-,-,-,-,1,-,305,38,,,,,,,1,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Giovanni Reyna,Midfielder,5,0,0,5,5,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,91,91,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Marwin Hitz,Goalkeeper,4,0,3,17,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,2,66.67%,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Emre Can,Midfielder,2,1,2,0,0,2,0,Player,1,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Marcel Schmelzer,Defender,2,0,0,11,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Leonardo Balerdi,Defender,1,0,0,12,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Eric Oelschlagel,Goalkeeper,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Tobias Raschi,Midfielder,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Jonas Hupe,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Borussia Dortmund,2019/20,Bundesliga|Borussia Dortmund|2019/20,Mateu Morey,Defender,0,0,0,10,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",,,,42,,,,,,Team,,,,,,,,,,,28,2,7,1,-,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Yann Sommer,Goalkeeper,21,0,21,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,5,23.81%,,,,,,,,,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Marcus Thuram,Forward,21,6,19,2,2,11,0,Player,3,3,2,2,4,2,2,4,-,-,4,1,1,-,-,-,-,-,1565,261,7,17,Oscar Wendt,2,,,,2,-,2,-,2,1565,782.5,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Denis Zakaria,Midfielder,20,2,19,1,1,0,0,Player,1,1,1,1,2,-,2,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,6,1,5,3,3,1731,288.5,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Nico Elvedi,Defender,20,1,18,2,2,3,0,Player,-,1,-,-,1,-,-,-,1,-,-,-,1,-,-,-,-,-,,,,,,,,,,3,1,2,1,2,1593,531,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Stefan Lainer,Defender,18,1,18,0,0,3,0,Player,1,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,5,4,1,3,2,1544,308.8,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Matthias Ginter,Defender,18,0,18,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Alassane Plea,Forward,18,8,17,1,1,5,0,Player,5,3,4,1,4,4,4,4,-,-,5,-,2,1,-,-,-,-,1439,180,5,12,Breel Embolo,2,,,,1,-,1,-,1,1409,1409,1,-,1,-,1,-,1,1409,1409
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Florian Neuhaus,Midfielder,18,3,14,7,4,6,0,Player,-,3,-,3,1,2,1,2,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,4,3,1,2,2,1282,320.5,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Breel Embolo,Forward,18,6,11,8,7,6,0,Player,1,5,-,3,4,2,4,1,-,1,4,1,1,-,-,-,-,-,1028,171,,,,,,,,4,2,2,2,2,1028,257,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Patrick Herrmann,Defender,16,5,10,11,6,4,0,Player,3,2,-,-,5,-,5,-,-,-,5,-,-,-,-,-,-,-,941,188,,,,,,,,3,2,1,3,-,941,313.67,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Oscar Wendt,Defender,15,2,14,6,1,2,0,Player,2,-,1,-,1,1,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,-,2,2,-,1247,623.5,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Laszlo Benes,Midfielder,13,0,10,10,3,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,-,817,272.33,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Christopher Kramer,Midfielder,13,0,10,10,3,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,823,411.5,,,,,,,,,
Bundesliga,"Borussia M'gladbach",2019/20,"Bundesliga|Borussia M'gladbach|2019/20",Lars Stindl,Forward,12,3,4,10,8,4,0,Player,-,3,-,1,1,2,1,1,-,1,1,-,-,-,-,1,-,1,,,,,,,,,,3,-,3,-,3,493,164.33,,,,,,,,,
