League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
French Ligue 1,Girondins De Bordeaux,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17,Theo Pellenard,Defender,6,0,5,10,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,458,458,,,,,,,,,
French Ligue 1,Girondins De Bordeaux,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17,Abdou Traore,Midfielder,6,0,0,9,6,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Girondins De Bordeaux,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17,Mauro Arambarri,Midfielder,4,0,0,18,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Girondins De Bordeaux,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17,Zaydou Youssouf,Midfielder,2,0,1,5,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Girondins De Bordeaux,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17,Nicolas Maurice Belay,Forward,0,0,0,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Girondins De Bordeaux,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17,Younes Kaabouni,Midfielder,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Girondins De Bordeaux,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17,Paul Bernardoni,Goalkeeper,0,0,0,14,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Girondins De Bordeaux,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17,Pablo,Defender,0,0,0,5,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Girondins De Bordeaux,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17,Jorris Romil,Forward,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,,,,40,,,,,,Team,,,,,,,,,,,25,8,1,-,-,2,4,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Guillaume Gillet,Midfielder,38,3,38,0,0,2,0,Player,1,2,1,-,-,3,2,-,1,-,2,-,-,-,-,-,1,-,,,,,,,,,,5,2,3,2,3,3369,673.8,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Lucas Lima,Defender,38,1,38,0,0,0,0,Player,1,-,1,1,1,-,-,1,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,5,4,1,3,2,3382,676.4,1,-,1,-,1,-,1,3382,3382
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Leo Dubois,Midfielder,36,0,35,3,1,2,1,Player,,,,,,,,,,,,,,,,,,,,,7,18,Emiliano Sala,3,,,,2,1,1,1,1,3134,1567,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Diego Carlos,Defender,34,2,34,0,0,2,0,Player,1,1,1,1,1,1,1,1,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,8,2,6,6,2,2952,369,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Emiliano Sala,Forward,34,12,29,5,5,10,0,Player,4,8,6,5,7,5,7,1,4,-,5,4,-,-,-,1,2,-,2567,214,,,,,,,,6,3,3,3,3,2567,427.83,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Valentin Rongier,Midfielder,31,2,26,7,5,8,0,Player,1,1,2,-,-,2,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,1,1,-,1,-,2137,2137,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Yacine Bammou,Forward,31,4,18,18,13,12,0,Player,4,-,3,1,1,3,1,2,1,-,3,1,-,-,-,-,-,-,,,,,,,,,,6,1,5,1,5,1768,294.67,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Amine Harit,Midfielder,30,1,23,11,7,6,0,Player,-,1,-,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,1,3,2,2,2191,547.75,1,1,-,-,1,1,-,2191,2191
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Adrien Thomasson,Midfielder,29,2,21,11,8,12,0,Player,1,1,1,-,2,-,1,1,-,-,1,1,-,-,-,-,-,-,,,,,,,,,,5,1,4,1,4,1926,385.2,1,1,-,-,1,-,1,1964,1964
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Koffi Djidji,Defender,28,0,28,4,0,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,4,3,2495,356.43,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Jules Iloki,Midfielder,23,1,15,10,8,13,0,Player,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,2,-,2,-,2,1221,610.5,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Remy Riou,Goalkeeper,22,0,22,10,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,5,22.73%,,,,,,,,,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Mariusz Stepinski,Forward,21,4,16,11,5,12,0,Player,2,2,2,2,3,1,2,2,-,-,3,1,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,1182,1182,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Oswaldo Vizcarrondo,Defender,20,0,14,21,6,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,8,7,3,1404,140.4,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Alexander Kacanikilic,Midfielder,17,0,7,19,10,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,723,361.5,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Maxime Dupe,Goalkeeper,16,0,16,21,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,5,31.25%,,1,-,1,-,1,1440,1440,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Nicolaj Thomsen,Midfielder,13,1,9,6,4,7,0,Player,-,1,1,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,746,746,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Felipe Pardo,Forward,13,1,6,11,7,6,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,1,2,2,1,584,194.67,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Abdoulaye Toure,Midfielder,12,0,3,20,9,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,368,368,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Prejuce Nakoulma,Forward,11,6,10,2,1,5,0,Player,2,4,2,-,3,3,3,3,-,-,5,-,1,-,-,-,-,-,821,137,,,,,,,,3,1,2,1,2,821,273.67,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Wilfried Moimbe,Defender,8,0,1,19,7,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Enoch Kwateng,Defender,7,0,4,11,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,427,213.5,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Sergio Oliveira,Midfielder,6,0,0,11,6,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,109,109,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Fernando Aristeguieta,Forward,5,0,0,15,5,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Anthony Walongwa,Defender,3,0,3,5,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,250,250,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Kolbeinn Sigthorsson,Forward,2,0,2,0,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Alexis Alegue Elandi,Midfielder,2,0,0,7,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Randal Kolo-Muani,Forward,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Quentin Braat,Goalkeeper,0,0,0,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,FC Nantes,2016/17,French Ligue 1|FC Nantes|2016/17,Alexandre Olliero,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,,,,39,,,,,,Team,,,,,,,,,,,19,5,4,-,-,5,6,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Jordan Veretout,Midfielder,35,3,34,1,1,8,0,Player,1,2,1,2,1,2,2,1,-,-,2,-,-,-,-,-,1,-,,,,,,,,,,6,2,4,3,3,2949,491.5,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Kevin Monnet-Paquet,Forward,34,4,27,8,7,11,0,Player,2,2,2,-,2,2,1,2,1,-,2,1,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Stephane Ruffier,Goalkeeper,31,0,31,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,11,35.48%,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Kevin Theophile-Catherine,Defender,31,0,30,4,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,2,2729,909.67,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Romain Hamouma,Midfielder,29,7,22,7,7,6,0,Player,3,4,3,4,4,3,4,2,1,-,4,1,-,-,-,2,-,-,1967,281,,,,,,,,2,2,-,-,2,1967,983.5,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Loic Perrin,Midfielder,27,4,26,1,1,2,0,Player,2,2,1,3,4,-,-,1,2,1,-,1,1,-,-,-,2,-,,,,,,,,,,1,-,1,-,1,2246,2246,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Henri Saivet,Forward,27,1,21,8,6,12,0,Player,-,1,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,2,1,1,2,1770,590,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Ole Kristian Selnaes,Midfielder,26,0,23,8,3,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,3,2068,517,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Kevin Malcuit,Defender,25,0,23,4,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,3,2168,542,2,2,-,1,1,-,2,2241,1120.5
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Robert Beric,Forward,22,6,18,7,4,11,0,Player,2,4,2,2,5,1,6,-,-,-,5,1,-,-,-,-,-,-,1451,242,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Vincent Pajot,Midfielder,21,2,15,13,6,8,0,Player,-,2,1,1,-,2,-,-,2,-,-,-,1,-,-,-,1,-,,,,,,,,,,2,-,2,2,-,1365,682.5,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Nolan Roux,Forward,21,4,12,11,9,3,0,Player,1,3,1,3,2,2,4,-,-,-,1,-,-,-,-,3,-,-,,,,,,,,,,2,-,2,1,1,1220,610,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Leo Lacroix,Defender,20,0,18,13,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,3,3,1679,279.83,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Florentin Pogba,Defender,17,1,16,8,1,1,0,Player,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,1,-,1,-,1,1364,1364,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Oussama Tannane,Forward,17,1,14,3,3,6,0,Player,-,1,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,2,1,1,2,1284,428,1,-,1,1,-,-,1,1284,1284
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Alexander Soderlund,Forward,17,1,8,12,9,5,0,Player,-,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,2,1,1,2,-,825,412.5,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Fabien Lemoine,Midfielder,16,0,9,16,7,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,778,-,1,1,-,-,1,-,1,828,828
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,"Cheikh M'Bengue",Defender,15,0,15,2,0,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,1,2,1183,394.33,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Ronael Pierre-Gabriel,Midfielder,14,0,11,11,3,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,2,962,240.5,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Bryan Dabo,Midfielder,14,0,8,15,6,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,-,1,2,642,214,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Arnaud Nordin,Forward,14,2,4,14,10,3,0,Player,-,2,-,-,1,1,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Pierre-Yves Polomat,Defender,12,0,7,14,5,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,730,365,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Benjamin Corgnet,Midfielder,10,1,3,8,7,3,0,Player,-,1,-,1,1,-,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,393,393,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Jessy Moulin,Goalkeeper,6,0,6,31,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,2,33.33%,,-,-,-,-,-,460,-,1,1,-,1,-,-,1,620,620
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Digbo Gnampa Habib Maiga,Midfielder,5,0,4,9,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Jorginho,Midfielder,5,1,3,3,2,1,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,1,-,-,1,258,258,1,-,1,-,1,-,1,258,258
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Jeremy Clement,Midfielder,5,0,3,6,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Hamidou Keyta,Forward,4,0,2,3,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Kenny Rocha Santos,Midfielder,3,0,1,5,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Anthony Maisonnial,Goalkeeper,2,0,1,6,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Dylan Saint-Louis,Midfielder,1,1,1,1,0,1,0,Player,-,1,-,-,1,-,-,-,1,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Mickael Nade,Defender,1,0,1,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Ben-Kantie Karamoko,Defender,1,0,1,4,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,61,61,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Lamine Ghezali,Forward,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Benjamin Aulagnier,Forward,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Jerrold Nyemeck,Midfielder,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2016/17,French Ligue 1|AS Saint-Etienne|2016/17,Alexis Guendouz,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,,,,35,,,,,,Team,,,,,,,,,,,24,6,1,-,-,1,3,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Kamil Grosicki,Midfielder,16,4,9,8,7,4,0,Player,-,4,-,2,2,2,1,3,-,-,2,1,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Paul-Georges Ntep,Forward,15,2,14,1,1,9,0,Player,1,1,2,-,1,1,1,-,1,-,1,-,-,-,-,-,1,-,,,5,14,Kamil Grosicki,2,,,,1,1,-,-,1,1132,1132,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Benoit Costil,Goalkeeper,38,0,38,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,12,31.58%,,1,-,1,1,-,3420,3420,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Benjamin Andre,Midfielder,36,0,36,0,0,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,3,2,3219,643.8,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Romain Danze,Midfielder,35,0,34,2,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,2,-,3091,1545.5,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Giovanni Sio,Forward,34,9,32,2,2,18,0,Player,6,3,4,5,7,2,-,7,2,-,6,2,-,-,-,-,1,-,2696,300,,,,,,,,6,2,4,2,4,2696,449.33,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Ludovic Baal,Forward,33,0,33,0,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,2,2882,960.67,1,1,-,-,1,-,1,2892,2892
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Yoann Gourcuff,Midfielder,27,4,27,1,0,8,0,Player,2,2,2,3,2,2,2,1,1,-,3,1,-,-,-,-,-,-,,,,,,,,,,3,1,2,2,1,2301,767,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Joris Gnagnon,Defender,27,1,27,0,0,3,0,Player,-,1,-,1,1,-,-,-,1,-,-,-,1,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,2330,1165,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Gelson Fernandes,Midfielder,27,0,21,14,6,10,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,3,7,1,1836,229.5,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Sanjin Prcic,Midfielder,25,1,22,8,3,5,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,3,-,-,3,1853,617.67,1,-,1,1,-,-,1,1853,1853
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Ramy Bensebaini,Defender,25,0,22,8,3,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,3,1853,370.6,2,2,-,1,1,1,1,2039,1019.5
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Wesley Said,Forward,25,4,9,20,16,7,0,Player,-,4,2,3,3,1,2,2,-,-,4,-,-,-,-,-,-,-,,,,,,,,,,1,1,-,-,1,1022,1022,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Adama Diakhaby,Forward,25,4,3,27,22,3,0,Player,-,4,1,3,3,1,1,3,-,-,3,1,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,706,353,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Mexer,Defender,23,1,20,5,3,2,0,Player,1,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,3,1,2,-,3,1818,606,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Morgan Amalfitano,Midfielder,22,1,14,12,8,7,0,Player,1,-,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Adrien Hunou,Midfielder,22,1,11,21,11,5,0,Player,-,1,-,1,1,-,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,1133,566.5,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Pedro Mendes,Defender,19,0,19,10,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,5,4,2,1667,277.83,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Firmin Ndombe Mubele,Forward,15,3,13,2,2,5,0,Player,1,2,2,2,3,-,1,2,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Pedro Henrique,Midfielder,13,0,4,14,9,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,2,1,326,108.67,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Kermit Erasmus,Forward,8,0,1,11,7,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Clement Chantome,Midfielder,7,0,6,5,1,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,339,339,,,,,,,,,
French Ligue 1,Stade Rennes,2016/17,French Ligue 1|Stade Rennes|2016/17,Afonso Figueiredo,Defender,5,0,2,9,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
